order_id,customer_id,order_time,amount,currency,status,ingest_date
ofo58c3g6,c00071,not-a-time,17.81,$,succeeded,2025-12-16
oh5iyeex4,unknown_c00158,2025-12-16T23:25:00+00:00,67.58,???,,2025-12-16
obxcpcq3t,c00169,2025-12-16T22:35:00+00:00,53.11,usd,refunded,2025-12-16
ojrgidt1f,unknown_c00075,2025-12-16T02:52:00+00:00,66.44,EUR,,2025-12-16
oxybeysd4,c00185,2025-12-16T13:02:00+00:00,36.55,???,failed,2025-12-16
ozdb5ex72,c00011,2025-12-16T06:10:00+00:00,19.59,EUR,PAID,2025-12-16
oi8fn8nzk,c00068,2025-12-16T20:50:00+00:00,62.98,$,,2025-12-16
oxyj3xe2n,c00149,not-a-time,77.28,$,paid,2025-12-16
o58hgruhu,c00048,2025-12-16T01:17:00+00:00,,USD,chargeback,2025-12-16
ozps81sei,c00196,2025-12-16T11:10:00+00:00,57.58,EUR,,2025-12-16
o7917a9v9,c00114,not-a-time,40.75,$,,2025-12-16
owf4cf557,c00113,not-a-time,46.94,€,refunded,2025-12-16
ob8bykzjy,c00142,2025-12-16T22:10:00+00:00,69.61,$,succeeded,2025-12-16
o18x6onew,c00067,2025-12-16T15:10:00+00:00,33.71,€,refunded,2025-12-16
ornq8ojg9,c00054,2025-12-16T00:41:00+00:00,,,,2025-12-16
oo3dbhnla,c00076,2025-12-16T04:32:00+00:00,17.5,$,PAID,2025-12-16
o87pax37v,c00046,2025-12-16T13:20:00+00:00,12.62,€,failed,2025-12-16
o2kxj8ucp,c00082,2025-12-16T05:19:00+00:00,22.05,$,refunded,2025-12-16
ovq1o65c9,c00048,2025-12-16T05:15:00+00:00,22.46,,PAID,2025-12-16
o31os4nqo,c00156,2025-12-16T14:32:00+00:00,-21.14,,,2025-12-16
osloro4sb,c00150,2025-12-16T11:18:00+00:00,72.97,USD,refunded,2025-12-16
okiy7zo93,c00025,2025-12-16T15:33:00+00:00,101.75,???,,2025-12-16
onc5h91r6,c00093,2025-12-16T20:16:00+00:00,30.47,EUR,,2025-12-16
ojm65uhuh,c00147,2025-12-16T18:20:00+00:00,21.28,,,2025-12-16
oqcmlvg1b,c00135,2025-12-16T04:35:00+00:00,77.81,USD,chargeback,2025-12-16
oi32i71zy,c00097,2025-12-16T16:44:00+00:00,99.2,$,succeeded,2025-12-16
ou0jpv6g6,c00021,2025-12-16T22:22:00+00:00,35.19,USD,failed,2025-12-16
os9r6233n,c00050,not-a-time,46.28,USD,refunded,2025-12-16
oo5ijwner,c00120,2025-12-16T11:16:00+00:00,28.81,USD,paid,2025-12-16
ooy2w6ukv,c00046,not-a-time,27.47,,succeeded,2025-12-16
o041j0qcp,c00197,2025-12-16T18:05:00+00:00,82.08,EUR,paid,2025-12-16
oh5w0ad9a,c00198,not-a-time,26.14,,PAID,2025-12-16
o0lv74mgb,c00186,2025-12-16T06:20:00+00:00,36.82,???,chargeback,2025-12-16
o70f5o4xx,c00003,not-a-time,25.81,???,paid,2025-12-16
o2lu1pu7f,c00118,2025-12-16T07:08:00+00:00,8.68,,paid,2025-12-16
oxqwp9yhb,c00165,not-a-time,35.09,EUR,succeeded,2025-12-16
or00qkzt9,c00186,2025-12-16T00:41:00+00:00,22.8,EUR,PAID,2025-12-16
objz2uly1,c00077,2025-12-16T20:59:00+00:00,83.43,USD,refunded,2025-12-16
ou2horx7a,c00014,2025-12-16T05:21:00+00:00,44.69,usd,succeeded,2025-12-16
oil6q8bpk,c00143,2025-12-16T06:56:00+00:00,35.79,EUR,failed,2025-12-16
osjhthaup,c00026,not-a-time,7.98,,refunded,2025-12-16
orxdwjlva,c00014,not-a-time,48.77,USD,PAID,2025-12-16
oy7qzoxbb,c00052,2025-12-16T23:36:00+00:00,89.24,EUR,PAID,2025-12-16
o68f6sqea,c00166,2025-12-16T14:04:00+00:00,26.91,usd,refunded,2025-12-16
onmx3irkj,c00096,2025-12-16T13:47:00+00:00,8.85,EUR,,2025-12-16
ohbwnbbld,c00052,2025-12-16T23:31:00+00:00,63.55,usd,refunded,2025-12-16
okh22d4s5,c00174,not-a-time,26.7,USD,,2025-12-16
ojr7xo1qw,c00081,2025-12-16T02:52:00+00:00,27.46,,paid,2025-12-16
o9z3clnvx,c00014,2025-12-16T01:17:00+00:00,5.28,USD,paid,2025-12-16
o5y0ii9pw,c00110,2025-12-16T21:34:00+00:00,25.4,EUR,failed,2025-12-16
ol4fqa5z5,c00062,2025-12-16T14:38:00+00:00,13.12,EUR,refunded,2025-12-16
omgshbl8l,c00000,not-a-time,40.99,$,failed,2025-12-16
os1tsi82g,c00008,2025-12-16T15:31:00+00:00,70.22,usd,,2025-12-16
oefvat1fi,c00103,2025-12-16T18:13:00+00:00,96.82,$,failed,2025-12-16
oda4lvkaz,c00050,2025-12-16T01:26:00+00:00,40.51,,,2025-12-16
oiypcz4ts,c00112,not-a-time,-89.19,???,refunded,2025-12-16
olh0xcblw,c00135,not-a-time,73.42,,,2025-12-16
o20aql4e5,c00192,not-a-time,111.77,$,paid,2025-12-16
ojuj0up54,c00167,2025-12-16T08:11:00+00:00,36.46,USD,paid,2025-12-16
ok2p9e3bz,c00173,2025-12-16T05:27:00+00:00,39.62,$,,2025-12-16
okn0yk8jq,c00111,2025-12-16T05:32:00+00:00,53.78,EUR,refunded,2025-12-16
owewgn3yb,c00196,2025-12-16T09:09:00+00:00,17.19,usd,paid,2025-12-16
o2mmfsgqr,c00035,2025-12-16T22:13:00+00:00,32.81,$,,2025-12-16
o9tk116cs,c00033,2025-12-16T21:55:00+00:00,35.35,USD,succeeded,2025-12-16
o1ckz18j6,c00170,2025-12-16T22:24:00+00:00,40.19,USD,PAID,2025-12-16
oplyw653a,c00138,not-a-time,29.3,$,failed,2025-12-16
oj40yynn9,c00154,not-a-time,130.64,???,,2025-12-16
o2z59voo2,c00001,not-a-time,32.43,USD,chargeback,2025-12-16
oenrsbum5,c00038,2025-12-16T04:09:00+00:00,48.43,USD,chargeback,2025-12-16
o43dmnx4s,c00001,2025-12-16T13:27:00+00:00,49.71,$,failed,2025-12-16
oxz3k2s0y,c00032,2025-12-16T10:03:00+00:00,56.06,???,paid,2025-12-16
od4r887e2,c00116,2025-12-16T07:22:00+00:00,79.51,EUR,,2025-12-16
orpjfuegs,c00056,2025-12-16T23:34:00+00:00,29.22,???,refunded,2025-12-16
o2gtde5qn,c00147,2025-12-16T22:56:00+00:00,57.08,???,failed,2025-12-16
onxav6d1c,c00148,2025-12-16T07:42:00+00:00,93.28,EUR,succeeded,2025-12-16
o938q9izz,c00192,2025-12-16T02:18:00+00:00,150.27,€,PAID,2025-12-16
odl89zxpw,c00026,2025-12-16T10:54:00+00:00,46.96,USD,chargeback,2025-12-16
oif2haash,c00033,not-a-time,33.01,USD,paid,2025-12-16
oghs22myd,c00090,not-a-time,36.28,EUR,paid,2025-12-16
o71trdxzw,c00005,2025-12-16T19:59:00+00:00,22.64,usd,refunded,2025-12-16
o59f7qidl,c00174,2025-12-16T06:17:00+00:00,12.52,,,2025-12-16
ow2hb1w9k,c00009,2025-12-16T23:06:00+00:00,160.75,usd,,2025-12-16
odh6tzdvz,c00095,2025-12-16T23:57:00+00:00,37.93,usd,failed,2025-12-16
oddb7x7zf,c00046,not-a-time,14.37,€,,2025-12-16
o2vtk0qc8,c00004,2025-12-16T00:38:00+00:00,76.25,EUR,,2025-12-16
odh09iplr,c00094,2025-12-16T10:48:00+00:00,53.12,€,failed,2025-12-16
o2knse0i6,c00123,2025-12-16T08:01:00+00:00,-29.64,$,refunded,2025-12-16
olpeks893,c00091,2025-12-16T20:10:00+00:00,19.65,$,succeeded,2025-12-16
os8wn41fh,c00061,not-a-time,16.63,,succeeded,2025-12-16
ock50yr9b,c00064,2025-12-16T00:48:00+00:00,96.25,EUR,succeeded,2025-12-16
o276bij82,c00099,2025-12-16T01:07:00+00:00,23.38,$,,2025-12-16
ot7xlryyl,c00140,2025-12-16T07:45:00+00:00,23.44,usd,PAID,2025-12-16
ots41011w,c00038,2025-12-16T00:40:00+00:00,44.43,,succeeded,2025-12-16
o4ah9m06p,c00019,2025-12-16T23:27:00+00:00,-86.99,USD,,2025-12-16
ovv0cd6z9,c00061,not-a-time,120.9,???,,2025-12-16
o1m54nqr1,c00051,2025-12-16T10:30:00+00:00,-21.29,EUR,chargeback,2025-12-16
o5dkss0z7,c00146,2025-12-16T21:37:00+00:00,6.12,USD,succeeded,2025-12-16
odvgj3lpb,c00101,2025-12-16T10:32:00+00:00,62.51,???,succeeded,2025-12-16
oggh89915,c00051,2025-12-16T11:10:00+00:00,52.15,,PAID,2025-12-16
oztoivmb5,c00029,2025-12-16T01:42:00+00:00,58.88,???,succeeded,2025-12-16
o7lpups1h,c00123,2025-12-16T16:28:00+00:00,17.99,,chargeback,2025-12-16
ovvd7mhgi,c00178,2025-12-16T00:27:00+00:00,37.13,USD,succeeded,2025-12-16
on3u5p2e6,c00139,2025-12-16T05:36:00+00:00,73.35,usd,failed,2025-12-16
o0r9yf4fu,c00074,2025-12-16T21:00:00+00:00,32.15,$,,2025-12-16
of7x6c3po,c00101,2025-12-16T02:11:00+00:00,40.68,$,refunded,2025-12-16
owhlt3nl8,c00126,2025-12-16T18:26:00+00:00,7.13,$,chargeback,2025-12-16
osi15lpv7,c00090,2025-12-16T18:03:00+00:00,48.11,$,paid,2025-12-16
oanss9jcm,c00019,2025-12-16T00:58:00+00:00,24.59,USD,succeeded,2025-12-16
oidbafnq9,c00095,2025-12-16T20:35:00+00:00,22.3,USD,refunded,2025-12-16
ojtujlz22,c00005,2025-12-16T10:45:00+00:00,26.94,???,chargeback,2025-12-16
okk8y4kxd,c00034,2025-12-16T22:33:00+00:00,9.58,€,,2025-12-16
oxn9c1cxm,c00054,not-a-time,81.34,???,,2025-12-16
o99o0yf56,c00079,2025-12-16T10:10:00+00:00,73.93,€,refunded,2025-12-16
ohnkbt9vc,unknown_c00184,2025-12-16T21:44:00+00:00,21.38,,PAID,2025-12-16
o8q72rfua,c00019,not-a-time,19.54,$,chargeback,2025-12-16
o8bo13fna,c00156,2025-12-16T15:19:00+00:00,40.53,EUR,,2025-12-16
ouhmy5ayv,c00132,2025-12-16T04:25:00+00:00,28.02,usd,chargeback,2025-12-16
ozzhf547l,c00132,2025-12-16T17:52:00+00:00,59.08,$,paid,2025-12-16
oayyx3w6i,c00189,not-a-time,23.77,,PAID,2025-12-16
o2qkgekq7,c00004,2025-12-16T05:38:00+00:00,28.7,€,chargeback,2025-12-16
o0ej2ds4s,c00015,2025-12-16T07:47:00+00:00,21.88,,refunded,2025-12-16
od5it2ocp,c00137,2025-12-16T10:41:00+00:00,101.82,???,,2025-12-16
oie4bn7g5,c00159,2025-12-16T08:47:00+00:00,17.09,,PAID,2025-12-16
omei6yunu,c00064,2025-12-16T04:12:00+00:00,64.78,EUR,,2025-12-16
owa7tve5e,c00021,2025-12-16T02:56:00+00:00,17.29,usd,,2025-12-16
o4zx1ey6u,c00080,2025-12-16T19:41:00+00:00,5.77,usd,,2025-12-16
ouc5kn7u6,unknown_c00085,2025-12-16T23:21:00+00:00,,$,PAID,2025-12-16
obrea2ymj,c00026,2025-12-16T20:37:00+00:00,37.19,usd,chargeback,2025-12-16
obh1wektf,c00085,not-a-time,50.82,,,2025-12-16
o54g9y9im,c00072,2025-12-16T22:28:00+00:00,47.27,usd,PAID,2025-12-16
oxedkoxx8,c00115,2025-12-16T21:49:00+00:00,19.02,,chargeback,2025-12-16
ohz72fhu0,c00118,2025-12-16T17:44:00+00:00,21.91,€,PAID,2025-12-16
orwm619fr,c00158,2025-12-16T13:57:00+00:00,18.3,$,paid,2025-12-16
o80fhxa54,c00176,2025-12-16T04:40:00+00:00,12.33,,,2025-12-16
o94px6m5k,c00019,2025-12-16T20:40:00+00:00,35.75,$,,2025-12-16
ov9r6d33i,c00002,2025-12-16T21:37:00+00:00,64.42,usd,succeeded,2025-12-16
osq986f1q,c00005,2025-12-16T00:54:00+00:00,30.9,???,succeeded,2025-12-16
ozjouk9no,c00039,2025-12-16T12:48:00+00:00,30.25,€,paid,2025-12-16
o3wd6poxk,c00044,2025-12-16T20:29:00+00:00,4.3,USD,succeeded,2025-12-16
oc99x4lgf,c00007,2025-12-16T00:39:00+00:00,28.54,EUR,paid,2025-12-16
odhclgwlk,c00072,not-a-time,22.34,usd,succeeded,2025-12-16
oztfp1xiv,c00138,2025-12-16T21:52:00+00:00,8.77,usd,refunded,2025-12-16
onv3do1lr,c00041,not-a-time,42.41,,paid,2025-12-16
oh46gmfqw,c00032,2025-12-16T22:22:00+00:00,13.71,€,paid,2025-12-16
oqehp0nos,c00037,2025-12-16T23:59:00+00:00,14.49,usd,failed,2025-12-16
om6s4j6mh,c00178,2025-12-16T00:39:00+00:00,35.07,usd,refunded,2025-12-16
o9lqcvrv7,c00114,2025-12-16T02:00:00+00:00,90.44,USD,succeeded,2025-12-16
oztu6o0xw,c00003,2025-12-16T20:49:00+00:00,81.1,???,,2025-12-16
o0ted58aa,c00174,2025-12-16T06:03:00+00:00,45.18,€,paid,2025-12-16
oetynxmgq,unknown_c00077,not-a-time,31.01,,succeeded,2025-12-16
onfkiblcg,c00104,2025-12-16T16:34:00+00:00,13.82,$,succeeded,2025-12-16
oa1tugq1v,c00078,not-a-time,17.32,EUR,chargeback,2025-12-16
oytpa0xh5,c00021,2025-12-16T04:56:00+00:00,47.01,$,failed,2025-12-16
oac0ufebm,c00180,2025-12-16T17:20:00+00:00,94.28,usd,failed,2025-12-16
onmip26bu,c00153,2025-12-16T22:52:00+00:00,47.57,USD,refunded,2025-12-16
obw87chzh,c00023,2025-12-16T19:31:00+00:00,71.23,,,2025-12-16
oaze2d9s6,c00074,2025-12-16T21:02:00+00:00,31.6,USD,refunded,2025-12-16
oh6qcql9d,unknown_c00124,2025-12-16T00:18:00+00:00,47.39,EUR,succeeded,2025-12-16
oqdnzjt1p,c00022,2025-12-16T15:40:00+00:00,20.49,€,,2025-12-16
ood4acdmt,c00106,2025-12-16T18:26:00+00:00,,€,paid,2025-12-16
okjlb6wih,c00011,2025-12-16T06:23:00+00:00,18.81,???,PAID,2025-12-16
ojb7nqmdz,c00181,2025-12-16T09:13:00+00:00,132.53,USD,refunded,2025-12-16
odbd4s24e,c00095,not-a-time,116.11,???,chargeback,2025-12-16
o77iw07gi,c00186,not-a-time,16.72,USD,succeeded,2025-12-16
ofg8rm0w9,c00054,2025-12-16T22:18:00+00:00,11.84,€,chargeback,2025-12-16
oj3ygt4pb,c00017,2025-12-16T07:15:00+00:00,44.62,,refunded,2025-12-16
oj3ntf7qc,c00195,not-a-time,34.9,usd,paid,2025-12-16
oe2omk2z1,c00164,2025-12-16T15:20:00+00:00,22.8,???,,2025-12-16
ozwsnqs74,c00160,2025-12-16T05:36:00+00:00,50.66,EUR,PAID,2025-12-16
osfkxyily,c00114,2025-12-16T12:03:00+00:00,-75.01,EUR,paid,2025-12-16
o1f30uay0,c00016,2025-12-16T10:08:00+00:00,27.08,€,chargeback,2025-12-16
o9amlaovr,c00185,2025-12-16T09:01:00+00:00,61.85,???,,2025-12-16
ox9aspe5l,c00032,not-a-time,31.18,,,2025-12-16
omnozi65p,c00186,2025-12-16T00:13:00+00:00,13.75,,,2025-12-16
o5f2zvxdn,c00140,2025-12-16T19:14:00+00:00,24.61,EUR,refunded,2025-12-16
oj8reahch,c00156,2025-12-16T12:35:00+00:00,40.65,$,PAID,2025-12-16
oum8p7ey1,c00034,2025-12-16T00:25:00+00:00,33.85,,succeeded,2025-12-16
omke2wvh0,unknown_c00108,2025-12-16T20:04:00+00:00,38.14,,paid,2025-12-16
oqqbp0r24,c00147,2025-12-16T04:57:00+00:00,23.15,usd,chargeback,2025-12-16
ojmcrscb1,unknown_c00087,not-a-time,16.67,USD,PAID,2025-12-16
ovumktdzc,c00095,2025-12-16T05:01:00+00:00,19.47,EUR,failed,2025-12-16
oczw0sasz,c00016,2025-12-16T19:41:00+00:00,29.38,USD,paid,2025-12-16
o5pesakkn,c00095,2025-12-16T11:31:00+00:00,43.2,???,,2025-12-16
o9f2hhco8,c00072,2025-12-16T20:46:00+00:00,-32.47,EUR,chargeback,2025-12-16
o791fwgg4,c00135,2025-12-16T06:14:00+00:00,49.7,usd,PAID,2025-12-16
o2y3fdgyu,c00189,not-a-time,19.73,usd,paid,2025-12-16
ojjcd1rdu,c00044,2025-12-16T11:07:00+00:00,51.5,$,refunded,2025-12-16
ohdz3kbmw,c00041,2025-12-16T16:42:00+00:00,23.45,USD,,2025-12-16
oqye80l49,c00098,2025-12-16T21:13:00+00:00,30.36,,succeeded,2025-12-16
occao2hbx,c00131,2025-12-16T14:53:00+00:00,36.28,usd,paid,2025-12-16
ow73eskp6,c00123,2025-12-16T21:09:00+00:00,26.14,EUR,,2025-12-16
owkg6hrkl,c00031,2025-12-16T14:48:00+00:00,21.06,€,refunded,2025-12-16
oqne9fd3y,c00170,2025-12-16T10:39:00+00:00,14.47,$,failed,2025-12-16
o2j95ofc3,c00012,2025-12-16T10:42:00+00:00,22.59,$,paid,2025-12-16
oqeqqqs89,c00019,2025-12-16T13:59:00+00:00,34.58,EUR,,2025-12-16
oq9mezwls,c00165,2025-12-16T07:12:00+00:00,18.5,usd,,2025-12-16
orw50dt4p,c00124,not-a-time,63.86,usd,PAID,2025-12-16
ohnfs3gns,c00108,not-a-time,28.37,$,succeeded,2025-12-16
ow6yzw87g,c00126,2025-12-16T20:23:00+00:00,75.84,€,paid,2025-12-16
o8do8ic6o,c00176,not-a-time,23.1,USD,failed,2025-12-16
oi7wx62br,c00093,2025-12-16T13:03:00+00:00,25.82,,succeeded,2025-12-16
o9f42xud7,c00160,2025-12-16T20:06:00+00:00,27.19,???,,2025-12-16
ot4710hzq,c00061,2025-12-16T13:11:00+00:00,24.58,€,failed,2025-12-16
ob7bzgcry,c00159,not-a-time,9.4,EUR,failed,2025-12-16
or03fy0jj,c00190,2025-12-16T09:47:00+00:00,20.58,$,,2025-12-16
odf9l8xgk,c00031,not-a-time,61.31,???,,2025-12-16
oh86nnavp,c00164,2025-12-16T00:24:00+00:00,100.29,,,2025-12-16
ou70trxuj,c00014,2025-12-16T17:31:00+00:00,19.17,EUR,failed,2025-12-16
ooipibz2b,c00113,2025-12-16T23:33:00+00:00,57.31,€,failed,2025-12-16
o8yri6gt3,c00027,2025-12-16T01:42:00+00:00,60.91,$,PAID,2025-12-16
obs2x5sss,c00103,2025-12-16T22:14:00+00:00,17.12,???,,2025-12-16
oryvt9e54,c00197,2025-12-16T20:06:00+00:00,5.41,USD,failed,2025-12-16
o53cakbn6,c00064,2025-12-16T16:34:00+00:00,15.71,usd,failed,2025-12-16
o6bue8nzd,c00092,2025-12-16T02:38:00+00:00,110.24,???,succeeded,2025-12-16
o1n18nhc8,c00107,not-a-time,23.83,USD,paid,2025-12-16
odhq5s38m,c00106,2025-12-16T08:47:00+00:00,36.75,USD,,2025-12-16
o9pyhk8h5,c00123,2025-12-16T04:06:00+00:00,17.09,,PAID,2025-12-16
oknd1z12z,c00040,2025-12-16T03:47:00+00:00,14.5,usd,refunded,2025-12-16
og9f0elh9,c00142,2025-12-16T17:08:00+00:00,79.57,€,chargeback,2025-12-16
o2wojg6h0,c00196,2025-12-16T06:36:00+00:00,19.46,usd,,2025-12-16
or0l4tm5d,c00127,2025-12-16T08:58:00+00:00,9.6,usd,succeeded,2025-12-16
o6uedw566,c00084,2025-12-16T05:27:00+00:00,33.79,???,succeeded,2025-12-16
o27hgkn2g,c00051,not-a-time,60.71,EUR,paid,2025-12-16
okp4a7bnn,c00158,2025-12-16T02:28:00+00:00,61.59,EUR,succeeded,2025-12-16
os9ign1yx,c00057,2025-12-16T16:22:00+00:00,65.51,$,refunded,2025-12-16
ouzvvdpao,c00005,2025-12-16T21:59:00+00:00,19.26,EUR,refunded,2025-12-16
owd0vxn42,c00185,2025-12-16T09:50:00+00:00,37.54,EUR,failed,2025-12-16
ozeg42zuw,c00088,2025-12-16T11:13:00+00:00,48.74,usd,succeeded,2025-12-16
o10cpe41l,c00097,2025-12-16T01:02:00+00:00,35.64,EUR,chargeback,2025-12-16
obfb7x0s2,c00040,not-a-time,83.49,$,,2025-12-16
ogrd1e9ck,unknown_c00102,2025-12-16T02:06:00+00:00,54.13,€,failed,2025-12-16
oo4tybv6h,c00148,2025-12-16T04:54:00+00:00,25.15,,refunded,2025-12-16
oo4tybv6h,c00148,2025-12-16T04:54:00+00:00,25.15,,refunded,2025-12-16
ocvmzlflc,c00154,2025-12-16T08:25:00+00:00,-30.92,USD,chargeback,2025-12-16
osn6gg48h,c00086,not-a-time,25.66,USD,PAID,2025-12-16
oirl68zt8,c00099,2025-12-16T14:53:00+00:00,42.93,€,succeeded,2025-12-16
ovymhcbb4,c00144,2025-12-16T11:08:00+00:00,80.46,,paid,2025-12-16
oegzplxyh,c00050,2025-12-16T12:41:00+00:00,61.37,,failed,2025-12-16
ohu9z8xms,c00100,2025-12-16T22:24:00+00:00,4.5,€,,2025-12-16
oxisgiz38,c00040,2025-12-16T05:15:00+00:00,34.39,???,,2025-12-16
ofe70yytp,c00156,2025-12-16T11:42:00+00:00,27.7,€,,2025-12-16
o7l3136e1,c00052,2025-12-16T04:40:00+00:00,13.7,,,2025-12-16
ofxxm9zb3,c00085,not-a-time,23.96,???,succeeded,2025-12-16
oiesvuz8r,c00100,2025-12-16T19:09:00+00:00,17.77,EUR,paid,2025-12-16
o1rb2sxdh,c00164,not-a-time,8.78,???,chargeback,2025-12-16
ofsr6xrj4,c00159,2025-12-16T14:32:00+00:00,60.05,$,failed,2025-12-16
oofdv64id,c00026,2025-12-16T19:44:00+00:00,79.56,€,refunded,2025-12-16
osphhy94d,c00057,2025-12-16T07:24:00+00:00,17.03,,,2025-12-16
o0npa8qxz,c00059,not-a-time,32.49,USD,,2025-12-16
onkkfawe4,c00105,2025-12-16T10:45:00+00:00,19.01,usd,,2025-12-16
o7aaxx15p,c00181,2025-12-16T18:57:00+00:00,9.22,€,PAID,2025-12-16
ofjc9h85l,c00050,2025-12-16T01:59:00+00:00,10.91,$,,2025-12-16
oxo6a79ug,c00029,not-a-time,63.39,EUR,PAID,2025-12-16
olqrc2rlt,c00013,2025-12-16T22:12:00+00:00,17.93,???,chargeback,2025-12-16
ok5lvcde6,c00116,2025-12-16T14:30:00+00:00,5.18,€,refunded,2025-12-16
ozzwrcbzz,c00118,2025-12-16T09:39:00+00:00,95.58,EUR,PAID,2025-12-16
ok0b40nat,c00096,2025-12-16T12:33:00+00:00,119.69,EUR,PAID,2025-12-16
olnnuiyb1,c00100,not-a-time,,,,2025-12-16
obaujx64h,c00026,not-a-time,6.55,EUR,succeeded,2025-12-16
on7ap7f5m,c00146,2025-12-16T13:58:00+00:00,40.78,$,chargeback,2025-12-16
oflkse0br,c00186,not-a-time,152.2,$,refunded,2025-12-16
o8bncmr38,c00136,2025-12-16T18:14:00+00:00,46.5,EUR,refunded,2025-12-16
o8xbnlizd,c00100,not-a-time,16.8,,succeeded,2025-12-16
ov4s5ksl0,c00140,2025-12-16T07:52:00+00:00,61.86,???,refunded,2025-12-16
okwx0c0v7,c00151,2025-12-16T10:36:00+00:00,51.97,usd,,2025-12-16
oeg6uawof,c00056,2025-12-16T17:08:00+00:00,4.5,$,refunded,2025-12-16
o5zbr3tx8,c00062,2025-12-16T23:06:00+00:00,33.19,EUR,,2025-12-16
ofp7bgei0,c00054,2025-12-16T14:40:00+00:00,36.46,€,,2025-12-16
omt27hrrc,c00098,2025-12-16T08:05:00+00:00,35.58,€,refunded,2025-12-16
